"ID","DOT_WEB_ID","CASE_NUMBER","CRASH_YEAR","COUNTY","MUNICIPALITY","CRASH_DATE","CRASH_DAY_OF_WEEK","CRASH_MONTH","CRASH_TIME","POLICE_DEPT_CODE","POLICE_DEPARTMENT","POLICE_STATION","TOTAL_KILLED","TOTAL_INCAPACITATED","TOTAL_INJURED","PEDESTRIANS_KILLED","PEDESTRIANS_INJURED","SEVERITY","INTERSECTION","ALCOHOL_INVOLVED","HAZMAT_INVOLVED","CRASH_TYPE","TOTAL_VEHICLES_INVOLVED","CRASH_LOCATION","LOCATION_DIRECTION","ROUTE","ROUTE_SUFFIX","SRI","MILEPOST","ROAD_SYSTEM","ROAD_CHARACTER","ROAD_SURFACE_TYPE","SURFACE_CONDITION","LIGHT_CONDITION","ENVIRONMENTAL_CONDITION","ROAD_DIVIDED_BY","TEMP_TRAFFIC_CONTROL_ZONE","DISTANCE_TO_CROSS_STREET","UNIT_OF_MEASUREMENT","DIRECTION_FROM_CROSS_STREET","CROSS_STREET_NAME","IS_RAMP","RAMP_TO_FROM_ROUTE_NAME","RAMP_TO_FROM_ROUTE_DIRECTION","POSTED_SPEED","POSTED_SPEED_CROSS_STREET","LATITUDE","LONGITUDE","CELL_PHONE_IN_USE","OTHER_PROPERTY_DAMAGE","REPORTING_BADGE_NO","X","Y","CRASH_NARRATIVE","MPO","TOTAL_PEDESTRIANS_INVOLVED","EPDO","DLN","LatitudeGeocoded","LongitudeGeocoded"
4036153,"2012111112012684","12012684",2012,"MERCER","Trenton City","2012-11-02","Friday","November","00:00:00",1,"TRENTON PD","SOUTH",0,0,1,0,1,"Injury","At Intersection","No","No","Pedestrian",1,"US 206","South",206,"","00000206",NA,"State Highway","Straight and Level","Blacktop","Dry","Dark (Street Lights On/ continuous)","Clear","None","Construction Zone",NA,"At","NULL","MARKET ST","NULL","","NULL",25,25,0,0,"No","","581",NA,NA,NA,"DVRPC",1,"Moderate Injury",12233737,40.2157635,-74.7620464
4036169,"2012111112012805","12012805",2012,"MERCER","Trenton City","2012-11-05","Monday","November","17:45:00",1,"TRENTON PD","PATROL",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"HAMPTON AVE","East",NA,"","11111141",0.009,"Municipal","Straight and Level","Blacktop","Dry","Dark (Street Lights On/ continuous)","Clear","None","None",50,"Foot","East","GREENWOOD AVE","NULL","","NULL",25,25,0,0,"No","","626",424275.510701,505567.821512,NA,"DVRPC",1,"Pain",12233718,40.2210475,-74.7428693
4036195,"2012111112013059","12013059",2012,"MERCER","Trenton City","2012-11-11","Sunday","November","17:25:00",1,"TRENTON PD","EAST",0,0,1,0,1,"Injury","At Intersection","No","No","Pedestrian",1,"S CLINTON AVE","NULL",NA,"","",NA,"Municipal","Straight and Level","Blacktop","Dry","Dark (Street Lights On/ continuous)","Clear","Painted Median","None",NA,"At","NULL","RAOUL WALLENBERG BLVD","NULL","","NULL",25,25,0,0,"No","","595",NA,NA,NA,"DVRPC",1,"Pain",12232849,40.2189119,-74.7550056
4036205,"2012111112013168","12013168",2012,"MERCER","Trenton City","2012-11-14","Wednesday","November","08:29:00",1,"TRENTON PD","CITY OF TRENTON",0,0,1,0,1,"Injury","At Intersection","No","No","Pedestrian",1,"MERCER COUNTY 622","NULL",622,"","11000622",3.73,"County","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"At","NULL","NEW YORK AVE","NULL","","NULL",25,25,0,0,"No","","463",423045.406625,511160.814088,NA,"DVRPC",1,"Moderate Injury",12232840,40.2364269,-74.7473647
4036258,"2012111112013487","12013487",2012,"MERCER","Trenton City","2012-11-22","Thursday","November","16:05:00",1,"TRENTON PD","WEST",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"W STATE ST","North",NA,"","11111552",1.45,"Municipal","Straight and Level","Concrete","Dry","Daylight","Clear","None","None",40,"Foot","NULL","WEST END AVE.","NULL","","NULL",25,NA,0,0,"No","","331",414190.48,507612.21,NA,"DVRPC",1,"Moderate Injury",12244916,40.226637,-74.779082
4036269,"2012111112013532","12013532",2012,"MERCER","Trenton City","2012-11-23","Friday","November","21:21:00",1,"TRENTON PD","SOUTH",0,0,1,0,1,"Injury","At Intersection","No","No","Pedestrian",1,"CASS ST","West",NA,"","",NA,"Municipal","Straight and Level","Blacktop","Dry","Dark (Street Lights On/ continuous)","Overcast","Curbed Median","None",NA,"At","NULL","NJ 129","NULL","","NULL",25,40,0,0,"No","","581",NA,NA,NA,"DVRPC",1,"Moderate Injury",12244903,40.2059759,-74.7546094
4036294,"2012111112013651","12013651",2012,"MERCER","Trenton City","2012-11-27","Tuesday","November","12:02:00",1,"TRENTON PD","PATROL",0,0,1,0,1,"Injury","At Intersection","No","No","Pedestrian",1,"EAST FRONT STREET","NULL",NA,"","11111736",0,"Municipal","Straight and Level","Blacktop","Wet","Daylight","Rain","Painted Median","None",NA,"At","NULL","S.STOCKTON","NULL","","NULL",25,25,0,0,"No","","464",419685.910147,504860.910122,NA,"DVRPC",1,"Pain",12244877,40.219182,-74.7594186
4036330,"2012111112014391","12014391",2012,"MERCER","Trenton City","2012-12-15","Saturday","December","18:41:00",1,"TRENTON PD","PATROL",0,0,1,0,1,"Injury","At Intersection","No","No","Pedestrian",1,"MERCER COUNTY 636","North",636,"","11000636",0,"County","Straight and Level","Blacktop","Dry","Dark (Street Lights On/ continuous)","Clear","Curbed Median","None",NA,"At","NULL","W STATE ST","NULL","","NULL",25,25,0,0,"No","","342",410885.27,509660.76,NA,"DVRPC",1,"Moderate Injury",12265947,40.2286362,-74.7842534
4036341,"2012111112014453","12014453",2012,"MERCER","Trenton City","2012-12-17","Monday","December","17:44:00",1,"TRENTON PD","PATROL",0,0,1,0,1,"Injury","At Intersection","No","No","Pedestrian",1,"CASS ST","West",NA,"","11111527",0.4,"Municipal","Straight and Level","Blacktop","Wet","Dark (Street Lights On/ continuous)","Rain","None","None",NA,"At","NULL","HANCOCK ST","NULL","","NULL",25,25,0,0,"No","","575",421410.751457,500131.986528,NA,"DVRPC",1,"Pain",12265936,40.2062628,-74.7529339
4037241,"20121112I-2012-018238","I-2012-018238",2012,"MERCER","Washington Twp  (Mercer Co)","2012-10-13","Saturday","October","12:45:00",1,"ROBBINSVILLE TWP PD","",0,0,0,0,0,"Property Damage","Not At Intersection","No","No","Pedestrian",1,"NJ 33","East",33,"","00000033",7.4,"State Highway","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",528,"Foot","West","ROUTE 526 / ROBBINSVILLE-EDINBURG R","NULL","","NULL",45,35,0,0,"No","","539",456502.957683,504410.475351,NA,"DVRPC",1,"PDO",12408703,40.2175912,-74.6261004
4037395,"2012111312-19810","12-19810",2012,"MERCER","West Windsor Township","2012-07-12","Thursday","July","11:27:00",1,"WEST WINDSOR TWP PD","12-19810",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"300 NASSER PARK BLVD","East",NA,"","",NA,"Private Property","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"NULL","NULL","MICHAELS ARTS ?","NULL","","NULL",NA,NA,0,0,"No","NONE","563",NA,NA,NA,"DVRPC",1,"Pain",12137764,40.3064507,-74.6763352
4037536,"201211132011-1452","2011-1452",2012,"MERCER","West Windsor Township","2012-01-14","Saturday","January","07:56:00",1,"WEST WINDSOR TWP PD","2011-1452",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"VILLAGE RD E","East",NA,"","11000644",0.9,"Municipal","Curve and Level","Blacktop","Dry","Dark (Street Lights On/ continuous)","Clear","Painted Median","None",740,"Foot","East","SOUTHFIELD RD","NULL","","NULL",35,50,0,0,"No","","550",NA,NA,NA,"DVRPC",1,"Moderate Injury",12002398,40.2716943,-74.5969054
4037541,"201211132012-00083","2012-00083",2012,"MERCER","West Windsor Township","2012-01-02","Monday","January","12:51:00",1,"WEST WINDSOR TWP PD","2012-00083",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"SUNSET COURT","South",NA,"","11131462",0.057,"Municipal","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",300,"Foot","North","SPRUCE STREET","NULL","","NULL",25,25,0,0,"No","NONE","571",461063.970108,529577.000126,NA,"DVRPC",1,"Pain",12001893,40.286714,-74.610115
4037711,"201211132012-10907","2012-10907",2012,"MERCER","West Windsor Township","2012-04-09","Monday","April","08:41:00",1,"WEST WINDSOR TWP PD","2012-10907",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"217 CLARKSVILLE ROAD","North",NA,"","",NA,"Private Property","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"NULL","NULL","VILLAGE SQUARE","NULL","","NULL",NA,NA,0,0,"No","NONE","589",NA,NA,NA,"DVRPC",1,"Pain",12066807,40.3006985,-74.6413513
4037996,"201211132012-19686","2012-19686",2012,"MERCER","West Windsor Township","2012-07-10","Tuesday","July","17:24:00",1,"WEST WINDSOR TWP PD","2012-19686",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"335 PRINCETON-HIGHTSTOWN ROAD","West",NA,"","",NA,"Private Property","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"NULL","NULL","MCCAFFREY'S","NULL","","NULL",NA,NA,0,0,"No","NONE","590",NA,NA,NA,"DVRPC",1,"Pain",12137767,40.2924556,-74.5834831
4038080,"201211132012-21832","2012-21832",2012,"MERCER","West Windsor Township","2012-08-04","Saturday","August","19:28:00",1,"WEST WINDSOR TWP PD","2012-21832",0,1,2,0,1,"Injury","At Intersection","Yes","No","Pedestrian",1,"MERCER COUNTY 638","South",638,"","11000638",3.47,"County","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"At","NULL","N POST RD","NULL","","NULL",35,35,0,0,"No","","571",455101.134447,535728.011449,NA,"DVRPC",2,"Incapacitating Injury",12199390,40.304165,-74.63212
4038500,"201211132012-33266","2012-33266",2012,"MERCER","West Windsor Township","2012-11-28","Wednesday","November","12:48:00",1,"WEST WINDSOR TWP PD","2012-33266",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"101 NASSAU PARK BLVD","NULL",NA,"","",NA,"Private Property","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"NULL","NULL","WAL-MART STORE","NULL","","NULL",NA,NA,0,0,"No","NONE","578",NA,NA,NA,"DVRPC",1,"Pain",12261711,40.3031,-74.676999
4038502,"201211132012-33290","2012-33290",2012,"MERCER","West Windsor Township","2012-11-28","Wednesday","November","16:36:00",1,"WEST WINDSOR TWP PD","2012-33290",0,0,1,0,1,"Injury","At Intersection","No","No","Pedestrian",1,"SOUTHFIELD ROAD","North",NA,"","11131073",0.42,"Municipal","Straight and Level","Blacktop","Dry","Dusk","Clear","None","None",NA,"At","NULL","STONEWALL DRIVE","NULL","","NULL",50,25,0,0,"No","","571",466304.654775,525992.824818,NA,"DVRPC",1,"Moderate Injury",12501399,40.2769561,-74.5931725
4038520,"201211132012-33926","2012-33926",2012,"MERCER","West Windsor Township","2012-12-05","Wednesday","December","13:52:00",1,"WEST WINDSOR TWP PD","2012-33926",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"251 NASSAU PARK BLVD","North",NA,"","",NA,"Private Property","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"NULL","NULL","BEST BUY","NULL","","NULL",NA,NA,0,0,"No","NONE","580",NA,NA,NA,"DVRPC",1,"Moderate Injury",12249200,40.30309,-74.679635
4038625,"201211132012-3?3900","2012-3?3900",2012,"MERCER","West Windsor Township","2012-12-05","Wednesday","December","08:32:00",1,"WEST WINDSOR TWP PD","2012-3?3900",0,0,1,0,1,"Injury","At Intersection","No","No","Pedestrian",1,"WESSEX PLACE","South",NA,"","",NA,"Private Property","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"At","NULL","WESSEX PLACE","NULL","","NULL",NA,NA,0,0,"No","NONE","568",NA,NA,NA,"DVRPC",1,"Pain",12249198,40.3073305,-74.6443827
4309418,"2013110113-10056","13-10056",2013,"MERCER","East Windsor Township","2013-08-09","Friday","August","14:59:00",1,"EAST WINDSOR TWP PD","TRAFFIC SAFETY",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"MILLSTONE ROAD","West",NA,"","",NA,"Mun Auth","Straight and Level","Blacktop","Dry","Daylight","Overcast","None","None",2640,"Foot","West","OLD TRENTON ROAD","NULL","","NULL",45,40,0,0,"No","","563",NA,NA,NA,"DVRPC",1,"Moderate Injury",13511206,40.2853539,-74.5614792
4309446,"2013110113-10641","13-10641",2013,"MERCER","East Windsor Township","2013-08-21","Wednesday","August","10:57:00",1,"EAST WINDSOR TWP PD","TRAFFIC SAFETY",0,1,1,0,1,"Injury","Not At Intersection","No","No","Pedalcyclist",1,"MERCER COUNTY 630","West",630,"","11000630",0.36,"County","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",100,"Foot","East","BRADFORD RD","NULL","","NULL",40,25,0,0,"No","","551",485396.98,510134.04,NA,"DVRPC",1,"Incapacitating Injury",13510639,40.2338876,-74.5247993
4309506,"2013110113-11695","13-11695",2013,"MERCER","East Windsor Township","2013-09-14","Saturday","September","15:24:00",1,"EAST WINDSOR TWP PD","TRAFFIC SAFETY",0,0,1,0,1,"Injury","At Intersection","No","No","Pedestrian",1,"ROUTE 539","North",539,"","00000539",52.67,"County","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"At","NULL","TOWN CENTER RD","NULL","","NULL",25,35,0,0,"No","SKATEBOARD","#77",486316.91,526551.45,NA,"DVRPC",1,"Pain",13232734,40.279066,-74.5208666
4309563,"2013110113-12896","13-12896",2013,"MERCER","East Windsor Township","2013-10-08","Tuesday","October","06:35:00",1,"EAST WINDSOR TWP PD","UNIFORM SERVICE",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"CEDARVILLE ROAD","South",NA,"","",NA,"Municipal","Straight and Level","Blacktop","Dry","Dawn","Clear","None","None",750,"Foot","North","WINDSOR PERRINEVILLE ROAD","NULL","","NULL",40,40,0,0,"No","","#88",NA,NA,NA,"DVRPC",1,"Moderate Injury",13245776,40.2334784,-74.5117401
4309576,"2013110113-13124","13-13124",2013,"MERCER","East Windsor Township","2013-10-13","Sunday","October","15:48:00",1,"EAST WINDSOR TWP PD","TRAFFIC SAFETY?",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"63 PRINCETON ARMS SOUTH 1","NULL",NA,"","",NA,"Private Property","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"NULL","NULL","","NULL","","NULL",NA,NA,0,0,"No","NONE","551",NA,NA,NA,"DVRPC",1,"Pain",13252611,40.277236,-74.5695042
4309699,"2013110113-15443","13-15443",2013,"MERCER","East Windsor Township","2013-12-04","Wednesday","December","16:50:00",1,"EAST WINDSOR TWP PD","TRAFFIC SAFETY",1,0,0,1,0,"Fatal","At Intersection","No","No","Pedestrian",1,"US 130","North",130,"","00000130",67.5,"State Highway","Curve and Level","Blacktop","Dry","Dark (Street Lights On/ continuous)","Clear","Curbed Median","None",NA,"At","NULL","HICKORY CORNER RD","NULL","","NULL",55,40,0,0,"No","NONE","#78",478400.752977,519191.115915,NA,"DVRPC",2,"Fatal Injury",13290678,40.2598078,-74.5485655
4310021,"2013110113-7142","13-7142",2013,"MERCER","East Windsor Township","2013-06-06","Thursday","June","13:07:00",1,"EAST WINDSOR TWP PD","TRAFFIC SAFETY?",1,0,0,1,0,"Fatal","At Intersection","No","No","Pedestrian",3,"319 ROUTE 130 NORTH","NULL",NA,"","",NA,"Private Property","Straight and Level","Concrete","Dry","Daylight","Clear","None","None",NA,"At","NULL","(TOWN CENTER PLAZA)","NULL","","NULL",NA,NA,0,0,"No","POTTED PLANT STAND LOCATED IN THE FRONT OF THE STORE ON THE WALKWAY...MANAGER O?","563",NA,NA,NA,"DVRPC",1,"Fatal Injury",13206137,40.277675,-74.5303834
4310133,"2013110113-9139","13-9139",2013,"MERCER","East Windsor Township","2013-07-20","Saturday","July","13:31:00",1,"EAST WINDSOR TWP PD","TRAFFIC SAFETY?",0,0,1,0,1,"Injury","Not At Intersection","No","No","Non-fixed Object",1,"319 ROUTE 130","North",NA,"","",NA,"Private Property","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"NULL","NULL","","NULL","","NULL",NA,NA,0,0,"No","NONE","#77",NA,NA,NA,"DVRPC",1,"Pain",13204292,40.2787147,-74.5303601
4310165,"2013110113-9773","13-9773",2013,"MERCER","East Windsor Township","2013-08-03","Saturday","August","14:47:00",1,"EAST WINDSOR TWP PD","TRAFFIC SAFETY?",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"319 RT 130 N","NULL",NA,"","",NA,"Private Property","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"NULL","NULL","","NULL","","NULL",NA,NA,0,0,"No","NONE","551",NA,NA,NA,"DVRPC",1,"Pain",13213310,40.2787147,-74.5303601
4310357,"2013110213005559","13005559",2013,"MERCER","Ewing Township","2013-05-26","Sunday","May","02:13:00",1,"TRENTON PD","WEST",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"NJ 31","West",31,"","00000031",NA,"State Highway","Straight and Level","Blacktop","Dry","Dark (Street Lights On/ continuous)","Clear","None","None",200,"Foot","East","MELLON ST","NULL","","NULL",25,25,0,0,"No","","499",NA,NA,NA,"DVRPC",1,"Pain",13501836,40.237257,-74.7737844
4310360,"2013110213006642","13006642",2013,"MERCER","Ewing Township","2013-06-22","Saturday","June","23:50:00",1,"TRENTON PD","WEST",0,0,1,0,1,"Injury","At Intersection","No","No","Pedestrian",1,"NJ 31","NULL",31,"","00000031",NA,"State Highway","Straight and Level","Blacktop","Dry","Dark (Street Lights On/ continuous)","Clear","None","None",NA,"At","NULL","CR 653 / CALHOUN ST","NULL","","NULL",25,25,0,0,"No","","518",NA,NA,NA,"DVRPC",1,"Pain",13507572,40.2290447,-74.768528
4310535,"20131102I-2013-001898","I-2013-001898",2013,"MERCER","Ewing Township","2013-01-24","Thursday","January","07:41:00",1,"EWING TWP PD","SQ 2A",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"LOWER FERRY ROAD","NULL",NA,"","",NA,"Municipal","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",10,"Foot","East","CR 579","NULL","","NULL",35,40,0,0,"No","","160",NA,NA,NA,"DVRPC",1,"Pain",13400237,40.2467974,-74.8157699
4310578,"20131102I-2013-003311","I-2013-003311",2013,"MERCER","Ewing Township","2013-02-08","Friday","February","14:11:00",1,"EWING TWP PD","SQUAD4 TRAFFIC",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"MERCER COUNTY 622","NULL",622,"","11000622",5.43,"County","Straight and Level","Blacktop","Wet","Daylight","Rain","None","None",600,"Foot","East","CR 636 / PARKSIDE AVE","NULL","","NULL",35,35,0,0,"No","","163",415776.694182,515898.193009,NA,"DVRPC",1,"Pain",13400875,40.2488201,-74.7717619
4310648,"20131102I-2013-005346","I-2013-005346",2013,"MERCER","Ewing Township","2013-03-04","Monday","March","11:22:00",1,"EWING TWP PD","PLATOON 3-SQUA?",0,0,1,0,1,"Injury","Not At Intersection","No","No","Fixed Object",1,"1750 OLDEN AVE (MAMMA FLORA'S)","NULL",NA,"","",NA,"Private Property","Straight and Grade","Blacktop","Dry","Daylight","Clear","None","None",NA,"NULL","NULL","","NULL","","NULL",NA,NA,0,0,"No","FRONT WALL AND WINDOWS OF 1750 OLDEN AVE DIANA KIRSCH (PTY MGR) NOTIFIED","151",NA,NA,NA,"DVRPC",3,"Moderate Injury",13402210,40.2495624,-74.7693835
4310678,"20131102I-2013-005943","I-2013-005943",2013,"MERCER","Ewing Township","2013-03-11","Monday","March","13:56:00",1,"EWING TWP PD","1A",0,0,0,0,0,"Property Damage","Not At Intersection","No","No","Backing",2,"COUNTRY LN (RIVERS EDGE APTS)","NULL",NA,"","",NA,"Private Property","Straight and Level","Blacktop","Dry","Daylight","Overcast","None","None",NA,"NULL","NULL","","NULL","","NULL",NA,NA,0,0,"No","","129",NA,NA,NA,"DVRPC",1,"PDO",13402505,40.2493215,-74.8324363
4310685,"20131102I-2013-006323","I-2013-006323",2013,"MERCER","Ewing Township","2013-03-15","Friday","March","09:55:00",1,"EWING TWP PD","PLATOON 3 - SQ?",0,0,1,0,1,"Injury","Not At Intersection","No","No","Backing",2,"1830 OLDEN AVE (RUCH TIRE)","NULL",NA,"","",NA,"Private Property","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"NULL","NULL","","NULL","","NULL",NA,NA,0,0,"No","","151",NA,NA,NA,"DVRPC",2,"Pain",13402571,40.24999,-74.774481
4310724,"20131102I-2013-007033","I-2013-007033",2013,"MERCER","Ewing Township","2013-03-22","Friday","March","16:05:00",1,"EWING TWP PD","3B",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"MERCER COUNTY 643","NULL",643,"","11000643",1.82,"County","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",5,"Foot","West","CR 634 / PARKWAY AVE","NULL","","NULL",35,35,0,0,"No","","152",409508.565893,519410.520162,NA,"DVRPC",1,"Pain",13403079,40.268051,-74.81454
4310757,"20131102I-2013-008726","I-2013-008726",2013,"MERCER","Ewing Township","2013-04-09","Tuesday","April","18:55:00",1,"EWING TWP PD","PLATOON 3-SQUA?",0,0,0,0,0,"Property Damage","Not At Intersection","No","No","Pedestrian",1,"1621 OLDEN AVE (THE HOME","NULL",NA,"","",NA,"Private Property","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"NULL","NULL","","NULL","","NULL",NA,NA,0,0,"No","","151",NA,NA,NA,"DVRPC",2,"PDO",13403441,40.2430474,-74.7613428
4310805,"20131102I-2013-010773","I-2013-010773",2013,"MERCER","Ewing Township","2013-05-01","Wednesday","May","08:32:00",1,"EWING TWP PD","TRAFFIC 04",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"4 OLD FORGE LANE","NULL",NA,"","",NA,"Private Property","Straight and Level","Concrete","Dry","Daylight","Clear","None","None",NA,"NULL","NULL","","NULL","","NULL",NA,NA,0,0,"No","","163",NA,NA,NA,"DVRPC",2,"Pain",13405308,40.273792,-74.782155
4310808,"20131102I-2013-010868","I-2013-010868",2013,"MERCER","Ewing Township","2013-05-02","Thursday","May","10:24:00",1,"EWING TWP PD","TRAFFIC 04",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"IOWANA AVE","NULL",NA,"","11021182",0.168,"Municipal","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",150,"Foot","South","PENNROAD AVE","NULL","","NULL",25,25,0,0,"No","","163",416253.284883,516823.205603,NA,"DVRPC",1,"Pain",13405311,40.252874,-74.773343
4310846,"20131102I-2013-012117","I-2013-012117",2013,"MERCER","Ewing Township","2013-05-17","Friday","May","14:43:00",1,"EWING TWP PD","P2-A",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"MERCER COUNTY 634","NULL",634,"","11000634",3.08,"County","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",55,"Foot","North","SARATOGA AVE","NULL","","NULL",40,25,0,0,"No","","105",410776.689182,517635.19621,NA,"DVRPC",1,"Moderate Injury",13405743,40.2543836,-74.7916645
4310862,"20131102I-2013-012453","I-2013-012453",2013,"MERCER","Ewing Township","2013-05-21","Tuesday","May","12:08:00",1,"EWING TWP PD","PLATOON 3 - SQ",0,0,2,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"MERCER COUNTY 634","NULL",634,"","11000634",2.36,"County","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",10,"Foot","East","WALTER ST","NULL","","NULL",40,25,0,0,"No","","151",408459.540884,520584.689906,NA,"DVRPC",1,"Pain",13405751,40.2623313,-74.7999364
4310883,"20131102I-2013-013031","I-2013-013031",2013,"MERCER","Ewing Township","2013-05-27","Monday","May","14:19:00",1,"EWING TWP PD","3B",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"1556 NORTH OLDEN AVE","NULL",NA,"","",NA,"Private Property","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"NULL","NULL","","NULL","","NULL",NA,NA,0,0,"No","","152",NA,NA,NA,"DVRPC",2,"Pain",13405767,40.2431875,-74.7532708
4310921,"20131102I-2013-014084","I-2013-014084",2013,"MERCER","Ewing Township","2013-06-06","Thursday","June","17:49:00",1,"EWING TWP PD","TRAFFIC 04",0,0,0,0,0,"Property Damage","Not At Intersection","No","No","Pedestrian",1,"2095 PENNINGTON ROAD","NULL",NA,"","",NA,"Private Property","Straight and Level","Concrete","Dry","Daylight","Clear","None","None",NA,"NULL","NULL","","NULL","","NULL",NA,NA,0,0,"No","","163",NA,NA,NA,"DVRPC",1,"PDO",13500978,40.27736,-74.7808079
4311209,"20131102I-2013-023871","I-2013-023871",2013,"MERCER","Ewing Township","2013-09-18","Wednesday","September","17:40:00",1,"EWING TWP PD","TRAFFIC 04",0,0,0,0,0,"Property Damage","Not At Intersection","No","No","Pedestrian",1,"MERCER COUNTY 613","NULL",613,"","11000613",0,"County","Straight and Level","Blacktop","Dry","Daylight","Clear","Barrier Median","None",1100,"Foot","West","US 206 Z / PRINCETON AVE","NULL","","NULL",40,25,0,0,"No","","163",422137.69,513121.96,NA,"DVRPC",1,"PDO",13523627,40.2368806,-74.7557915
4311420,"20131102I-2013-029508","I-2013-029508",2013,"MERCER","Ewing Township","2013-11-18","Monday","November","13:32:00",1,"EWING TWP PD","SQUAD 1B",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"1460 PROSPECT STREET","NULL",NA,"","",NA,"Private Property","Straight and Grade","Blacktop","Dry","Daylight","Clear","None","None",NA,"NULL","NULL","","NULL","","NULL",NA,NA,0,0,"No","","175",NA,NA,NA,"DVRPC",1,"Pain",13525577,40.2444187,-74.7659578
4311432,"20131102I-2013-029823","I-2013-029823",2013,"MERCER","Ewing Township","2013-11-21","Thursday","November","17:15:00",1,"EWING TWP PD","3B",0,0,1,0,1,"Injury","At Intersection","No","No","Pedestrian",1,"NJ 31","NULL",31,"","00000031",3.01,"State Highway","Straight and Level","Blacktop","Dry","Dark (No Street Lights)","Clear","None","None",NA,"At","NULL","LANNING ST","NULL","","NULL",40,25,0,0,"No","","152",413124.41183,521972.013152,NA,"DVRPC",1,"Pain",13525584,40.2660647,-74.7830789
4311458,"20131102I-2013-030360","I-2013-030360",2013,"MERCER","Ewing Township","2013-11-27","Wednesday","November","16:05:00",1,"EWING TWP PD","PLATOON 3 - SQ?",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"1400 PARKWAY AVENUE","NULL",NA,"","",NA,"Private Property","Straight and Level","Blacktop","Wet","Daylight","Rain","None","None",NA,"NULL","NULL","","NULL","","NULL",NA,NA,0,0,"No","","151",NA,NA,NA,"DVRPC",2,"Pain",13525786,40.2667384,-74.8056572
4311478,"20131102I-2013-031033","I-2013-031033",2013,"MERCER","Ewing Township","2013-12-05","Thursday","December","18:36:00",1,"EWING TWP PD","P4A",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"1308 SCENIC DRIVE","NULL",NA,"","",NA,"Private Property","Straight and Grade","Blacktop","Wet","Dark (Street Lights On/ continuous)","Clear","None","None",NA,"NULL","NULL","","NULL","","NULL",NA,NA,0,0,"No","NONE","161",NA,NA,NA,"DVRPC",2,"Moderate Injury",13526512,40.2713493,-74.839079
